strategy,ticker,entry_date,exit_date,action,entry_price,exit_price,shares,investment,return_pct
GoldenCross,MSFT,2024-05-30,2025-09-10,BUY,418.64,500.9,1,418.64,0.19
GoldenCross,MSFT,2024-09-25,2025-11-20,BUY,424.86,491.59,1,424.86,0.15
DeathCross,MSFT,2021-06-18,2021-10-07,SELL,249.71,284.44,3,749.12,-0.14
DeathCross,MSFT,2021-06-18,2022-01-07,SELL,249.71,303.27,1,249.71,-0.22
DeathCross,MSFT,2021-10-28,2022-01-07,SELL,312.53,303.27,1,312.53,0.03
DeathCross,MSFT,2021-10-28,2022-04-27,SELL,312.53,272.9,2,625.06,0.12
DeathCross,MSFT,2022-04-05,2022-04-27,SELL,303.05,272.9,1,303.05,0.1
DeathCross,MSFT,2022-04-05,2022-07-27,SELL,303.05,253.23,2,606.1,0.16
DeathCross,MSFT,2022-07-22,2022-07-27,SELL,257.18,253.23,1,257.18,0.01
DeathCross,MSFT,2022-07-22,2022-09-15,SELL,257.18,242.7,2,514.37,0.05
DeathCross,MSFT,2022-07-29,2022-09-15,SELL,269.27,242.7,1,269.27,0.1
DeathCross,MSFT,2022-07-29,2023-01-11,SELL,269.27,225.37,2,538.53,0.16
DeathCross,MSFT,2022-12-01,2023-01-11,SELL,247.38,225.37,2,494.75,0.09
DeathCross,MSFT,2022-12-01,2023-08-15,SELL,247.38,316.22,1,247.38,-0.28
DeathCross,MSFT,2023-02-08,2023-08-15,SELL,266.21,316.22,1,266.21,-0.19
DeathCross,MSFT,2023-02-08,2024-04-30,SELL,266.21,395.42,2,532.43,-0.49
DeathCross,MSFT,2023-10-26,2024-08-06,SELL,334.09,394.66,2,668.19,-0.18
DeathCross,MSFT,2024-05-30,2024-10-23,SELL,418.64,425.88,1,418.64,-0.02
DeathCross,MSFT,2024-05-30,2025-01-21,SELL,418.64,426.08,1,418.64,-0.02
DeathCross,MSFT,2024-09-25,2025-09-10,SELL,424.86,500.9,1,424.86,-0.18
DeathCross,MSFT,2024-09-25,2025-11-20,SELL,424.86,491.59,1,424.86,-0.16
GoldenCross,GOOGL,2021-10-08,2021-11-03,SELL,138.43,144.7,6,830.6,-0.05
GoldenCross,GOOGL,2021-10-08,2021-12-31,SELL,138.43,144.85,1,138.43,-0.05
GoldenCross,GOOGL,2021-12-22,2021-12-31,SELL,141.89,144.85,5,709.47,-0.02
GoldenCross,GOOGL,2021-12-22,2022-04-01,SELL,141.89,138.36,1,141.89,0.02
GoldenCross,GOOGL,2022-01-06,2022-04-01,SELL,135.88,138.36,5,679.38,-0.02
GoldenCross,GOOGL,2022-01-06,2022-07-19,SELL,135.88,109.94,2,271.75,0.19
GoldenCross,GOOGL,2022-04-26,2022-07-19,SELL,121.29,109.94,6,727.75,0.09
GoldenCross,GOOGL,2022-04-26,2022-07-28,SELL,121.29,111.45,2,242.58,0.08
GoldenCross,GOOGL,2022-07-27,2022-07-28,SELL,108.36,111.45,5,541.82,-0.03
GoldenCross,GOOGL,2022-07-27,2022-12-08,SELL,108.36,94.6,4,433.46,0.13
GoldenCross,GOOGL,2022-09-12,2022-12-08,SELL,110.08,94.6,5,550.4,0.14
GoldenCross,GOOGL,2022-09-12,2023-02-02,SELL,110.08,104.93,3,330.24,0.04
GoldenCross,GOOGL,2022-12-21,2023-02-02,SELL,88.35,104.93,5,441.75,-0.19
GoldenCross,GOOGL,2022-12-21,2023-03-28,SELL,88.35,101.6,6,530.1,-0.15
GoldenCross,GOOGL,2023-03-09,2023-03-28,SELL,93.28,101.6,2,186.56,-0.09
GoldenCross,GOOGL,2023-03-09,2023-08-01,SELL,93.28,129.71,5,466.4,-0.39
GoldenCross,GOOGL,2023-03-09,2023-11-30,SELL,93.28,133.94,3,279.84,-0.44
GoldenCross,GOOGL,2023-07-20,2023-11-30,SELL,120.42,133.94,2,240.85,-0.11
GoldenCross,GOOGL,2023-07-20,2024-04-03,SELL,120.42,152.34,4,481.7,-0.27
GoldenCross,GOOGL,2023-07-20,2024-10-09,SELL,120.42,162.51,1,120.42,-0.35
GoldenCross,GOOGL,2023-11-02,2024-10-09,SELL,127.37,162.51,2,254.73,-0.28
GoldenCross,GOOGL,2023-11-02,2025-05-20,SELL,127.37,165.85,3,382.1,-0.3
DeathCross,GOOGL,2021-10-08,2021-11-03,BUY,138.43,144.7,6,830.6,0.04
DeathCross,GOOGL,2021-10-08,2021-12-31,BUY,138.43,144.85,1,138.43,0.04
DeathCross,GOOGL,2021-12-22,2021-12-31,BUY,141.89,144.85,5,709.47,0.02
DeathCross,GOOGL,2021-12-22,2022-04-01,BUY,141.89,138.36,1,141.89,-0.03
DeathCross,GOOGL,2022-01-06,2022-04-01,BUY,135.88,138.36,5,679.38,0.02
DeathCross,GOOGL,2022-01-06,2022-07-19,BUY,135.88,109.94,2,271.75,-0.19
DeathCross,GOOGL,2022-04-26,2022-07-19,BUY,121.29,109.94,6,727.75,-0.1
DeathCross,GOOGL,2022-04-26,2022-07-28,BUY,121.29,111.45,2,242.58,-0.08
DeathCross,GOOGL,2022-07-27,2022-07-28,BUY,108.36,111.45,5,541.82,0.03
DeathCross,GOOGL,2022-07-27,2022-12-08,BUY,108.36,94.6,3,325.09,-0.13
DeathCross,GOOGL,2022-09-12,2022-12-08,BUY,110.08,94.6,6,660.48,-0.14
DeathCross,GOOGL,2022-09-12,2023-02-02,BUY,110.08,104.93,2,220.16,-0.05
DeathCross,GOOGL,2022-12-21,2023-02-02,BUY,88.35,104.93,6,530.1,0.19
DeathCross,GOOGL,2022-12-21,2023-03-28,BUY,88.35,101.6,4,353.4,0.15
DeathCross,GOOGL,2023-03-09,2023-03-28,BUY,93.28,101.6,4,373.12,0.09
DeathCross,GOOGL,2023-03-09,2023-08-01,BUY,93.28,129.71,6,559.67,0.39
DeathCross,GOOGL,2023-07-20,2023-11-30,BUY,120.42,133.94,6,722.55,0.11
DeathCross,GOOGL,2023-07-20,2024-04-03,BUY,120.42,152.34,1,120.42,0.26
DeathCross,GOOGL,2023-11-02,2024-04-03,BUY,127.37,152.34,4,509.47,0.19
DeathCross,GOOGL,2023-11-02,2024-10-09,BUY,127.37,162.51,3,382.1,0.27
DeathCross,GOOGL,2024-03-04,2024-10-09,BUY,134.55,162.51,2,269.1,0.21
