strategy,ticker,return,max_drawdown,sharpe,trades
SMA7,AMZN,-100.0,-100.0,0.0,49
SMA8,AMZN,-100.0,-100.0,0.0,50
SMA13,AMZN,-100.0,-100.0,0.0,54
SMA21,AMZN,-100.0,-100.0,0.0,53
SMA25,AMZN,-100.0,-100.0,0.0,53
SMA30,AMZN,-100.0,-100.0,0.0,53
SMA35,AMZN,-100.0,-100.0,0.0,53
SMA40,AMZN,-100.0,-100.0,0.0,53
SMA45,AMZN,-100.0,-100.0,0.0,46
SMA55,AMZN,-100.0,-100.0,0.0,45
SMA60,AMZN,-100.0,-100.0,0.0,44
SMA65,AMZN,-100.0,-100.0,0.0,46
SMA70,AMZN,-100.0,-100.0,0.0,46
SMA75,AMZN,-100.0,-100.0,0.0,46
SMA80,AMZN,-100.0,-100.0,0.0,46
SMA90,AMZN,-100.0,-100.0,0.0,58
SMA100,AMZN,-100.0,-100.0,0.0,55
SMA120,AMZN,-100.0,-100.0,0.0,47
SMA150,AMZN,-100.0,-100.0,0.0,54
SMA180,AMZN,-100.0,-100.0,0.0,24
EMA5,AMZN,-100.0,-100.0,0.0,49
EMA6,AMZN,-100.0,-100.0,0.0,50
EMA7,AMZN,-100.0,-100.0,0.0,50
EMA8,AMZN,-100.0,-100.0,0.0,50
EMA9,AMZN,-100.0,-100.0,0.0,50
EMA10,AMZN,-100.0,-100.0,0.0,51
EMA11,AMZN,-100.0,-100.0,0.0,51
EMA12,AMZN,-100.0,-100.0,0.0,52
EMA13,AMZN,-100.0,-100.0,0.0,52
EMA14,AMZN,-100.0,-100.0,0.0,53
EMA15,AMZN,-100.0,-100.0,0.0,53
EMA16,AMZN,-100.0,-100.0,0.0,53
EMA17,AMZN,-100.0,-100.0,0.0,53
EMA18,AMZN,-100.0,-100.0,0.0,53
EMA19,AMZN,-100.0,-100.0,0.0,53
EMA20,AMZN,-100.0,-100.0,0.0,53
EMA25,AMZN,-100.0,-100.0,0.0,53
EMA30,AMZN,-100.0,-100.0,0.0,53
EMA35,AMZN,-100.0,-100.0,0.0,52
EMA40,AMZN,-100.0,-100.0,0.0,53
EMA45,AMZN,-100.0,-100.0,0.0,53
EMA55,AMZN,-100.0,-100.0,0.0,54
EMA65,AMZN,-100.0,-100.0,0.0,54
EMA75,AMZN,-100.0,-100.0,0.0,53
EMA85,AMZN,-100.0,-100.0,0.0,54
EMA100,AMZN,-100.0,-100.0,0.0,53
EMA125,AMZN,-100.0,-100.0,0.0,54
EMA150,AMZN,-100.0,-100.0,0.0,53
