strategy,ticker,return,max_drawdown,sharpe,win_rate,trades,profit_factor,avg_trade
VolumeSpike,AAPL,0.0,-0.0,,,0,,
ADXTrend,QQQ,-100.0,-100.0,0.0,11.76470588235294,17,0.014265703457338448,0.0
ADXTrend,AMZN,-100.0,-100.0,0.0,3.8461538461538463,26,0.0011945973238708788,0.0
ADXTrend,MSFT,-100.0,-100.0,0.0,5.555555555555555,18,0.0011039461136536915,0.0
ADXTrend,NVDA,-100.0,-100.0,0.0,7.6923076923076925,26,0.052338318215276236,0.0
ADXTrend,NFLX,-100.0,-100.0,0.0,56.52173913043478,23,0.27138664615824487,0.0
ADXTrend,TSLA,-100.0,-100.0,0.0,9.090909090909092,22,0.004786916617069621,0.0
ADXTrend,SPY,-15.202625106366721,-22.808681151879405,-0.4674292187498738,64.28571428571429,14,2.413743112439765,1.9008007142480077
ADXTrend,GOOGL,-100.0,-100.0,0.0,2.7027027027027026,37,0.0006946435562564187,0.0
ADXTrend,META,-100.0,-100.0,0.0,9.523809523809524,21,0.004442532177301024,0.0
ADXTrend,AAPL,-100.0,-100.0,0.0,9.090909090909092,22,0.01006404621778347,0.0
StochasticCross,QQQ,-100.0,-100.0,0.0,0.0,16,0.0,0.0
StochasticCross,AMZN,-100.0,-100.0,0.0,0.0,29,0.0,0.0
StochasticCross,MSFT,-100.0,-100.0,0.0,0.0,15,0.0,0.0
StochasticCross,NVDA,-100.0,-100.0,0.0,5.263157894736842,19,0.00048538076387623076,0.0
StochasticCross,NFLX,-100.0,-100.0,0.0,42.10526315789473,19,0.2065565956607207,0.0
StochasticCross,TSLA,-100.0,-100.0,0.0,0.0,17,0.0,0.0
StochasticCross,SPY,-16.050693617246726,-23.099140276893692,-0.49267693019897213,59.57446808510638,47,1.1574774610296086,0.09012588156545043
StochasticCross,GOOGL,-100.0,-100.0,0.0,8.0,25,0.003295442984435858,0.0
StochasticCross,META,-100.0,-100.0,0.0,39.130434782608695,23,0.1375658404493063,0.0
StochasticCross,AAPL,-69.4909575762889,-93.0850525666281,-0.30824994543363965,66.66666666666666,3,1.581597514357987,0.6383096321669557
DualEMA,QQQ,-49.0787085633539,-67.24581442675,-0.5790263053860414,50.0,2,11.005430743020657,5.9517288302815885
DualEMA,AMZN,-35.99956534164426,-71.57055173697331,-0.21707470059202044,100.0,2,,3.8030153147468937
DualEMA,MSFT,-24.904433157495625,-77.5636362004226,-0.14424106328738842,100.0,2,,1.181817574451527
DualEMA,NVDA,-100.0,-100.0,0.0,33.33333333333333,6,0.07121540107905672,0.0
DualEMA,NFLX,-100.0,-100.0,0.0,0.0,7,0.0,0.0
DualEMA,TSLA,-44.66598044357306,-88.18920710613646,-0.1103880170122882,71.42857142857143,7,9.855561930437363,15.853888479341682
