strategy,ticker,return,max_drawdown,sharpe,trades
EMA15x100,GOOGL,-100.0,-100.0,0.0,40
EMA20x26,GOOGL,-100.0,-100.0,0.0,40
EMA20x50,GOOGL,-100.0,-100.0,0.0,40
EMA20x100,GOOGL,-100.0,-100.0,0.0,40
BuyDip,GOOGL,-100.0,-100.0,0.0,33
SellRally,GOOGL,-100.0,-100.0,0.0,55
SMA5x50,AMZN,-100.0,-100.0,0.0,54
SMA5x100,AMZN,-100.0,-100.0,0.0,53
SMA5x200,AMZN,-100.0,-100.0,0.0,46
SMA10x50,AMZN,-100.0,-100.0,0.0,54
SMA10x100,AMZN,-100.0,-100.0,0.0,53
SMA10x200,AMZN,-100.0,-100.0,0.0,46
SMA15x50,AMZN,-100.0,-100.0,0.0,54
SMA15x100,AMZN,-100.0,-100.0,0.0,53
SMA15x200,AMZN,-100.0,-100.0,0.0,46
SMA20x50,AMZN,-100.0,-100.0,0.0,54
SMA20x100,AMZN,-100.0,-100.0,0.0,53
SMA20x200,AMZN,-100.0,-100.0,0.0,46
SMA30x50,AMZN,-100.0,-100.0,0.0,54
SMA30x100,AMZN,-100.0,-100.0,0.0,53
SMA30x200,AMZN,-100.0,-100.0,0.0,46
EMA8x26,AMZN,-100.0,-100.0,0.0,55
EMA8x50,AMZN,-100.0,-100.0,0.0,55
EMA8x100,AMZN,-100.0,-100.0,0.0,55
EMA12x26,AMZN,-100.0,-100.0,0.0,55
EMA12x50,AMZN,-100.0,-100.0,0.0,55
EMA12x100,AMZN,-100.0,-100.0,0.0,55
EMA15x26,AMZN,-100.0,-100.0,0.0,55
EMA15x50,AMZN,-100.0,-100.0,0.0,55
EMA15x100,AMZN,-100.0,-100.0,0.0,55
EMA20x26,AMZN,-100.0,-100.0,0.0,55
EMA20x50,AMZN,-100.0,-100.0,0.0,55
EMA20x100,AMZN,-100.0,-100.0,0.0,55
BuyDip,AMZN,-100.0,-100.0,0.0,37
SellRally,AMZN,-100.0,-100.0,0.0,50
SMA5x50,TSLA,-100.0,-100.0,0.0,27
SMA5x100,TSLA,-100.0,-100.0,0.0,35
SMA5x200,TSLA,-100.0,-100.0,0.0,47
SMA10x50,TSLA,-100.0,-100.0,0.0,27
SMA10x100,TSLA,-100.0,-100.0,0.0,35
SMA10x200,TSLA,-100.0,-100.0,0.0,47
SMA15x50,TSLA,-100.0,-100.0,0.0,27
SMA15x100,TSLA,-100.0,-100.0,0.0,35
SMA15x200,TSLA,-100.0,-100.0,0.0,47
SMA20x50,TSLA,-100.0,-100.0,0.0,27
SMA20x100,TSLA,-100.0,-100.0,0.0,35
SMA20x200,TSLA,-100.0,-100.0,0.0,47
SMA30x50,TSLA,-100.0,-100.0,0.0,27
SMA30x100,TSLA,-100.0,-100.0,0.0,35
SMA30x200,TSLA,-100.0,-100.0,0.0,47
EMA8x26,TSLA,-100.0,-100.0,0.0,32
EMA8x50,TSLA,-100.0,-100.0,0.0,32
EMA8x100,TSLA,-100.0,-100.0,0.0,32
EMA12x26,TSLA,-100.0,-100.0,0.0,32
EMA12x50,TSLA,-100.0,-100.0,0.0,32
EMA12x100,TSLA,-100.0,-100.0,0.0,32
EMA15x26,TSLA,-100.0,-100.0,0.0,32
EMA15x50,TSLA,-100.0,-100.0,0.0,32
EMA15x100,TSLA,-100.0,-100.0,0.0,32
EMA20x26,TSLA,-100.0,-100.0,0.0,32
EMA20x50,TSLA,-100.0,-100.0,0.0,32
EMA20x100,TSLA,-100.0,-100.0,0.0,32
BuyDip,TSLA,-100.0,-100.0,0.0,17
SellRally,TSLA,-100.0,-100.0,0.0,29
SMA5x50,NVDA,-100.0,-100.0,0.0,55
SMA5x100,NVDA,-100.0,-100.0,0.0,59
SMA5x200,NVDA,-100.0,-100.0,0.0,63
SMA10x50,NVDA,-100.0,-100.0,0.0,55
SMA10x100,NVDA,-100.0,-100.0,0.0,59
SMA10x200,NVDA,-100.0,-100.0,0.0,63
SMA15x50,NVDA,-100.0,-100.0,0.0,55
SMA15x100,NVDA,-100.0,-100.0,0.0,59
SMA15x200,NVDA,-100.0,-100.0,0.0,63
SMA20x50,NVDA,-100.0,-100.0,0.0,55
SMA20x100,NVDA,-100.0,-100.0,0.0,59
SMA20x200,NVDA,-100.0,-100.0,0.0,63
SMA30x50,NVDA,-100.0,-100.0,0.0,55
SMA30x100,NVDA,-100.0,-100.0,0.0,59
SMA30x200,NVDA,-100.0,-100.0,0.0,63
EMA8x26,NVDA,-100.0,-100.0,0.0,19
EMA8x50,NVDA,-100.0,-100.0,0.0,19
EMA8x100,NVDA,-100.0,-100.0,0.0,19
EMA12x26,NVDA,-100.0,-100.0,0.0,19
EMA12x50,NVDA,-100.0,-100.0,0.0,19
EMA12x100,NVDA,-100.0,-100.0,0.0,19
EMA15x26,NVDA,-100.0,-100.0,0.0,19
EMA15x50,NVDA,-100.0,-100.0,0.0,19
EMA15x100,NVDA,-100.0,-100.0,0.0,19
EMA20x26,NVDA,-100.0,-100.0,0.0,19
EMA20x50,NVDA,-100.0,-100.0,0.0,19
EMA20x100,NVDA,-100.0,-100.0,0.0,19
BuyDip,NVDA,-100.0,-100.0,0.0,25
SellRally,NVDA,-100.0,-100.0,0.0,32
SMA5x50,META,-100.0,-100.0,0.0,60
SMA5x100,META,-100.0,-100.0,0.0,70
SMA5x200,META,-100.0,-100.0,0.0,53
SMA10x50,META,-100.0,-100.0,0.0,60
SMA10x100,META,-100.0,-100.0,0.0,70
SMA10x200,META,-100.0,-100.0,0.0,53
SMA15x50,META,-100.0,-100.0,0.0,60
SMA15x100,META,-100.0,-100.0,0.0,70
SMA15x200,META,-100.0,-100.0,0.0,53
SMA20x50,META,-100.0,-100.0,0.0,60
SMA20x100,META,-100.0,-100.0,0.0,70
SMA20x200,META,-100.0,-100.0,0.0,53
SMA30x50,META,-100.0,-100.0,0.0,60
SMA30x100,META,-100.0,-100.0,0.0,70
SMA30x200,META,-100.0,-100.0,0.0,53
EMA8x26,META,-100.0,-100.0,0.0,60
EMA8x50,META,-100.0,-100.0,0.0,60
EMA8x100,META,-100.0,-100.0,0.0,60
EMA12x26,META,-100.0,-100.0,0.0,60
EMA12x50,META,-100.0,-100.0,0.0,60
EMA12x100,META,-100.0,-100.0,0.0,60
EMA15x26,META,-100.0,-100.0,0.0,60
EMA15x50,META,-100.0,-100.0,0.0,60
EMA15x100,META,-100.0,-100.0,0.0,60
EMA20x26,META,-100.0,-100.0,0.0,60
EMA20x50,META,-100.0,-100.0,0.0,60
EMA20x100,META,-100.0,-100.0,0.0,60
BuyDip,META,-100.0,-100.0,0.0,41
SellRally,META,-100.0,-100.0,0.0,61
SMA5x50,NFLX,-100.0,-100.0,0.0,64
SMA5x100,NFLX,-100.0,-100.0,0.0,65
SMA5x200,NFLX,-100.0,-100.0,0.0,47
SMA10x50,NFLX,-100.0,-100.0,0.0,64
SMA10x100,NFLX,-100.0,-100.0,0.0,65
SMA10x200,NFLX,-100.0,-100.0,0.0,47
SMA15x50,NFLX,-100.0,-100.0,0.0,64
SMA15x100,NFLX,-100.0,-100.0,0.0,65
SMA15x200,NFLX,-100.0,-100.0,0.0,47
SMA20x50,NFLX,-100.0,-100.0,0.0,64
SMA20x100,NFLX,-100.0,-100.0,0.0,65
SMA20x200,NFLX,-100.0,-100.0,0.0,47
SMA30x50,NFLX,-100.0,-100.0,0.0,64
SMA30x100,NFLX,-100.0,-100.0,0.0,65
SMA30x200,NFLX,-100.0,-100.0,0.0,47
EMA8x26,NFLX,-100.0,-100.0,0.0,64
EMA8x50,NFLX,-100.0,-100.0,0.0,64
EMA8x100,NFLX,-100.0,-100.0,0.0,64
EMA12x26,NFLX,-100.0,-100.0,0.0,64
EMA12x50,NFLX,-100.0,-100.0,0.0,64
EMA12x100,NFLX,-100.0,-100.0,0.0,64
EMA15x26,NFLX,-100.0,-100.0,0.0,64
EMA15x50,NFLX,-100.0,-100.0,0.0,64
EMA15x100,NFLX,-100.0,-100.0,0.0,64
EMA20x26,NFLX,-100.0,-100.0,0.0,64
EMA20x50,NFLX,-100.0,-100.0,0.0,64
EMA20x100,NFLX,-100.0,-100.0,0.0,64
BuyDip,NFLX,-100.0,-100.0,0.0,34
SellRally,NFLX,-100.0,-100.0,0.0,56
